,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
408,MF598615.1,MF598615.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B23_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
409,MF598614.1,MF598614.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B22_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
410,MF598613.1,MF598613.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B21_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
411,MF598612.1,MF598612.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B20_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
412,MF598611.1,MF598611.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B19_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
413,MF598610.1,MF598610.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B18_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
414,MF598609.1,MF598609.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B17_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
415,MF598608.1,MF598608.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B16_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
416,MF598607.1,MF598607.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B15_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
417,MF598606.1,MF598606.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B14_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
418,MF598605.1,MF598605.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B13_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
419,MF598604.1,MF598604.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B12_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
420,MF598603.1,MF598603.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B11_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
421,MF598602.1,MF598602.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B10_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
422,MF598601.1,MF598601.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B9_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
423,MF598600.1,MF598600.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B8_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
424,MF598599.1,MF598599.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B7_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
425,MF598598.1,MF598598.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B6_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
426,MF598597.1,MF598597.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B5_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
427,MF598596.1,MF598596.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B4_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,312.0,9.75
428,MF598595.1,MF598595.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B2_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
429,MF598594.1,MF598594.1,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B1_2015, complete genome",Mar-2015,['United Arab Emirates'],30123,Camelus dromedarius,324.0,9.818181818181818
430,MG011359.2,MG011359.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16559/2016, complete genome",29-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
431,MG011358.2,MG011358.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-24241/2016, complete genome",21-Sep-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
432,MG011357.2,MG011357.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-24244/2016, complete genome",21-Sep-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
433,MG011355.2,MG011355.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-21155/2016, complete genome",01-Jul-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
434,MG011354.2,MG011354.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-20570/2016, complete genome",16-Jun-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
435,MG011353.2,MG011353.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-19949/2016, complete genome",01-Jun-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
436,MG011352.2,MG011352.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Qasim-KSA-893/2016, complete genome",20-Jul-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
437,MG011351.2,MG011351.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Madinah-KSA-390/2016, complete genome",10-Apr-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
438,MG011345.2,MG011345.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-15385/2016, complete genome",18-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
439,MG011342.2,MG011342.2,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-13984/2016, complete genome",07-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
440,MG011362.1,MG011362.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-K37029157/2016, complete genome",25-Dec-2016,['Saudi Arabia'],30096,Homo sapiens,306.0,9.870967741935484
441,MG011361.1,MG011361.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-K17000405/2017, complete genome",10-Jan-2017,['Saudi Arabia'],30096,Homo sapiens,306.0,9.870967741935484
442,MG011360.1,MG011360.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-K17000887/2017, complete genome",23-Jan-2017,['Saudi Arabia'],30096,Homo sapiens,306.0,9.870967741935484
443,MG011356.1,MG011356.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-21891/2016, complete genome",12-Jul-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
444,MG011350.1,MG011350.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16849/2016, complete genome",04-Apr-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
445,MG011349.1,MG011349.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-17382/2016, complete genome",13-Apr-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
446,MG011348.1,MG011348.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-17756/2016, complete genome",18-Apr-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
447,MG011347.1,MG011347.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-14670/2016, complete genome",13-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
448,MG011346.1,MG011346.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-14949/2016, complete genome",14-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
449,MG011344.1,MG011344.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-14675/2016, complete genome",13-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
450,MG011343.1,MG011343.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-14607/2016, complete genome",12-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
451,MG011341.1,MG011341.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Qasim-KSA-13922/2016, complete genome",06-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
452,MG011340.1,MG011340.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-13798/2016, complete genome",05-Mar-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
453,KT225476.2,KT225476.2,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/THA/CU/17_06_2015, complete genome",17-Jun-2015,['Thailand'],29809,Homo sapiens,324.0,9.818181818181818
454,KT326819.1,KT326819.1,"Middle East respiratory syndrome-related coronavirus strain MERS-CoV/KOR/KNIH/001_05_2015, complete genome",22-May-2015,['South Korea'],29995,Homo sapiens,324.0,9.818181818181818
455,KX154694.1,KX154694.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Artawiyah-KSA-13328/2016, complete genome",29-Feb-2016,['Saudi Arabia'],30096,Homo sapiens,310.0,10.0
456,KX154693.1,KX154693.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-13127/2016, complete genome",29-Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
457,KX154692.1,KX154692.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-12969/2016, complete genome",27-Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
458,KX154691.1,KX154691.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-12832/2016, complete genome",25-Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
459,KX154690.1,KX154690.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jeddah-KSA-161RS1146/2016, complete genome",Jan-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
460,KX154689.1,KX154689.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-10208/2016, complete genome",Jan-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
461,KX154688.1,KX154688.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-12160/2016, complete genome",Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
462,KX154687.1,KX154687.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-11958/2016, complete genome",Feb-2016,['Saudi Arabia'],30096,Homo sapiens,342.0,9.771428571428572
463,KX154686.1,KX154686.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-11898/2016, complete genome",Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
464,KX154685.1,KX154685.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-11740/2016, complete genome",Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
465,KX154684.1,KX154684.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-11739/2016, complete genome",Feb-2016,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
466,KY689142.1,KY689142.1,UNVERIFIED: Middle East respiratory syndrome-related coronavirus strain MERS-Cov/Riyadh-KSA/NGHA_ KAMC_2016 genomic sequence,Jan-2016,['Saudi Arabia'],29837,Homo sapiens,324.0,9.818181818181818
467,KX108946.1,KX108946.1,"Middle East respiratory syndrome-related coronavirus isolate D1189.1/15, complete genome",18-May-2015,['United Arab Emirates'],30099,Camelus dromedarius,324.0,9.818181818181818
468,KX108945.1,KX108945.1,"Middle East respiratory syndrome-related coronavirus isolate D1271/15, complete genome",29-May-2015,['United Arab Emirates'],30101,Camelus dromedarius,324.0,9.818181818181818
469,KX108944.1,KX108944.1,"Middle East respiratory syndrome-related coronavirus isolate D1157/15, complete genome",12-May-2015,['United Arab Emirates'],30099,Camelus dromedarius,324.0,9.818181818181818
470,KX108943.1,KX108943.1,"Middle East respiratory syndrome-related coronavirus isolate D998/15, complete genome",23-Apr-2015,['United Arab Emirates'],30088,Camelus dromedarius,364.0,9.837837837837839
471,KX108942.1,KX108942.1,"Middle East respiratory syndrome-related coronavirus isolate D389/15, complete genome",15-Feb-2015,['United Arab Emirates'],30099,Camelus dromedarius,324.0,9.818181818181818
472,KX108941.1,KX108941.1,"Middle East respiratory syndrome-related coronavirus isolate D383/15, complete genome",14-Feb-2015,['United Arab Emirates'],30099,Camelus dromedarius,324.0,9.818181818181818
473,KX108940.1,KX108940.1,"Middle East respiratory syndrome-related coronavirus isolate D374/15, complete genome",12-Feb-2015,['United Arab Emirates'],30099,Camelus dromedarius,324.0,9.818181818181818
474,KX108939.1,KX108939.1,"Middle East respiratory syndrome-related coronavirus isolate D252/15, complete genome",30-Jan-2015,['United Arab Emirates'],30099,Camelus dromedarius,324.0,9.818181818181818
475,KX108938.1,KX108938.1,"Middle East respiratory syndrome-related coronavirus isolate D2597.2/14, complete genome",13-Dec-2014,['United Arab Emirates'],30101,Camelus dromedarius,324.0,9.818181818181818
476,KX108937.1,KX108937.1,"Middle East respiratory syndrome-related coronavirus isolate D1164.1/14, complete genome",02-Jun-2014,['United Arab Emirates'],30097,Camelus dromedarius,324.0,9.818181818181818
477,KT861628.1,KT861628.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011123/2014, complete genome",21-Apr-2014,['Jordan'],30096,Homo sapiens,324.0,9.818181818181818
478,KT861627.1,KT861627.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-20140010168/2014, complete genome",22-Jan-2014,['Jordan'],30089,Homo sapiens,324.0,9.818181818181818
479,KT877351.1,KT877351.1,"Middle East respiratory syndrome coronavirus isolate KSA_1724, complete genome",Sep-2014,['Saudi Arabia'],30010,Camelus dromedarius,324.0,9.818181818181818
480,KT877350.1,KT877350.1,"Middle East respiratory syndrome coronavirus isolate KSA_1725, complete genome",Sep-2014,['Saudi Arabia'],30121,Camelus dromedarius,324.0,9.818181818181818
481,KT368860.1,KT368860.1,"Middle East respiratory syndrome coronavirus isolate camel/Jeddah/Jd6(b)/2015, complete genome",Jan-2015,['Saudi Arabia'],30122,camel,324.0,9.818181818181818
482,KU710265.1,KU710265.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Taif/KSA-7032/2014/S530del, complete genome",04-Nov-2014,['Saudi Arabia'],29566,Homo sapiens,324.0,9.818181818181818
483,KU710264.1,KU710264.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Taif/KSA-7032/2014, complete genome",04-Nov-2014,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
484,KU851864.1,KU851864.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16098/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
485,KU851863.1,KU851863.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16077/2015, complete genome",27-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
486,KU851862.1,KU851862.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16117/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
487,KU851861.1,KU851861.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16120/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
488,KU851860.1,KU851860.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-16121/2015, complete genome",24-Aug-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
489,KU851859.1,KU851859.1,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jeddah-KSA-3RS2702/2015, complete genome",12-Jul-2015,['Saudi Arabia'],30076,Homo sapiens,324.0,9.818181818181818
490,KX034100.1,KX034100.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/177-3-2015, complete genome",03-Jul-2015,['South Korea'],30118,Homo sapiens,324.0,9.818181818181818
491,KX034099.1,KX034099.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/169-2015, complete genome",26-Jun-2015,['South Korea'],30110,Homo sapiens,324.0,9.818181818181818
492,KX034098.1,KX034098.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/162-1-2015, complete genome",22-Jun-2015,['South Korea'],30106,Homo sapiens,324.0,9.818181818181818
493,KX034097.1,KX034097.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/080-3-2015, complete genome",17-Jun-2015,['South Korea'],30118,Homo sapiens,324.0,9.818181818181818
494,KX034096.1,KX034096.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/077-2-2015, complete genome",17-Jun-2015,['South Korea'],30082,Homo sapiens,324.0,9.818181818181818
495,KX034095.1,KX034095.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/066-2015, complete genome",04-Jun-2015,['South Korea'],30118,Homo sapiens,324.0,9.818181818181818
496,KX034094.1,KX034094.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/050-1-2015, complete genome",11-Jun-2015,['South Korea'],30111,Homo sapiens,324.0,9.818181818181818
497,KX034093.1,KX034093.1,"Middle East respiratory syndrome coronavirus isolate MERS-CoV/KOR/Seoul/014-2015, partial genome",30-May-2015,['South Korea'],30118,Homo sapiens,324.0,9.818181818181818
498,KU233364.1,KU233364.1,"Middle East respiratory syndrome-related coronavirus isolate Jordan_1_cultured_2015, partial genome",2015,['Jordan'],30029,Homo sapiens,324.0,9.818181818181818
499,KU233363.1,KU233363.1,"Middle East respiratory syndrome-related coronavirus isolate Jordan_1_2015, partial genome",2015,['Jordan'],30064,Homo sapiens,324.0,9.818181818181818
500,KU233362.1,KU233362.1,"Middle East respiratory syndrome-related coronavirus isolate Jordan_10_2015, partial genome",2015,['Jordan'],30004,Homo sapiens,324.0,9.818181818181818
501,KP209313.1,KP209313.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_26_2014, complete genome",13-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
502,KP209312.1,KP209312.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_9_2013, complete genome",15-Nov-2013,['United Arab Emirates'],30123,Homo sapiens,324.0,9.818181818181818
503,KP209311.1,KP209311.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_33_2014, complete genome",17-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
504,KP209310.1,KP209310.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi/Gayathi_UAE_2_2014, complete genome",07-Mar-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
505,KP209309.1,KP209309.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_30_2014, complete genome",19-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
506,KP209308.1,KP209308.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_16_2014, complete genome",10-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
507,KP209307.1,KP209307.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_18_2014, complete genome",10-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
508,KP209306.1,KP209306.1,"Middle East respiratory syndrome coronavirus strain Abu Dhabi_UAE_8_2014, complete genome",07-Apr-2014,['United Arab Emirates'],30123,Homo sapiens,372.0,10.054054054054054
509,KU308549.1,KU308549.1,"Middle East respiratory syndrome-related coronavirus isolate Korea/Seoul/SNU1-035/2015, complete genome",08-Jun-2015,['South Korea'],30119,Homo sapiens,324.0,9.818181818181818
510,KT026456.1,KT026456.1,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh_KSA_4050_2015, complete genome",01-Mar-2015,['Saudi Arabia'],30120,Homo sapiens,324.0,9.818181818181818
511,KT026455.1,KT026455.1,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh_KSA_2959_2015, complete genome",10-Feb-2015,['Saudi Arabia'],30114,Homo sapiens,324.0,9.818181818181818
512,KT026454.1,KT026454.1,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh_KSA_4050_2015, complete genome",01-Mar-2015,['Saudi Arabia'],30123,Homo sapiens,324.0,9.818181818181818
513,KT026453.1,KT026453.1,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh_KSA_2959_2015, complete genome",10-Feb-2015,['Saudi Arabia'],30114,Homo sapiens,324.0,9.818181818181818
514,KT868877.1,KT868877.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/172_06_2015, partial genome",22-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
515,KT868876.1,KT868876.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/148_06_2015, partial genome",10-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
516,KT868875.1,KT868875.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/122_06_2015, partial genome",10-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
517,KT868874.1,KT868874.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/110_06_2015, partial genome",11-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
518,KT868873.1,KT868873.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/085_06_2015, partial genome",10-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
519,KT868872.1,KT868872.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/082_06_2015, partial genome",10-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
520,KT868871.1,KT868871.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/054_06_2015, partial genome",09-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
521,KT868870.1,KT868870.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/038_06_2015, partial genome",10-Jun-2015,['South Korea'],30065,Homo sapiens,324.0,9.818181818181818
522,KT868869.1,KT868869.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/031_06_2015, partial genome",11-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
523,KT868868.1,KT868868.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/030_06_2015, partial genome",08-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
524,KT868867.1,KT868867.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/024_06_2015, partial genome",08-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
525,KT868866.1,KT868866.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/023_06_2015, partial genome",11-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
526,KT868865.1,KT868865.1,"Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/CNUH_SNU/016_06_2015, partial genome",11-Jun-2015,['South Korea'],30068,Homo sapiens,324.0,9.818181818181818
527,KT374057.1,KT374057.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/168-2-2015, complete genome",24-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
528,KT374056.1,KT374056.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/168-1-2015, complete genome",21-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
529,KT374055.1,KT374055.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/035-2-2015, complete genome",18-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
530,KT374054.1,KT374054.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/035-1-2015, complete genome",03-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
531,KT374053.1,KT374053.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/014-2-2015, complete genome",13-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
532,KT374052.1,KT374052.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/014-1-2015, complete genome",31-May-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
533,KT374051.1,KT374051.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/163-1-2015, complete genome",19-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
534,KT374050.1,KT374050.1,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/163-2-2015, complete genome",29-Jun-2015,['South Korea'],29831,Homo sapiens,324.0,9.818181818181818
535,KT806055.1,KT806055.1,"Middle East respiratory syndrome coronavirus isolate Hu/Jeddah-KSA-C20860/2015, complete genome",10-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
536,KT806054.1,KT806054.1,"Middle East respiratory syndrome coronavirus isolate Hu/Najran-KSA-C20915/2015, complete genome",13-Feb-2015,['Saudi Arabia'],29695,Homo sapiens,324.0,9.818181818181818
537,KT806053.1,KT806053.1,"Middle East respiratory syndrome coronavirus isolate Hu/Kharj-KSA-2598/2015, complete genome",02-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
538,KT806052.1,KT806052.1,"Middle East respiratory syndrome coronavirus isolate Hu/Kharj-KSA-2599/2015, complete genome",02-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
539,KT806051.1,KT806051.1,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-2716/2015, complete genome",05-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
540,KT806049.1,KT806049.1,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh-KSA-3181/2015, complete genome",15-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
541,KT806048.1,KT806048.1,"Middle East respiratory syndrome coronavirus isolate Hu/Khobar-KSA-6736/2015, complete genome",07-Feb-2015,['Saudi Arabia'],30096,Homo sapiens,324.0,9.818181818181818
542,KT806047.1,KT806047.1,"Middle East respiratory syndrome coronavirus isolate Hu/Hufuf-KSA-9158/2015, complete genome",27-Mar-2015,['Saudi Arabia'],30087,Homo sapiens,324.0,9.818181818181818
